"description","name","id","created_at","updated_at","deleted_at"
"","SPIRANTHES","595","2024-09-30 14:39:34.847945+00","2024-09-30 14:39:34.847945+00",NULL
"","SPIRAEA ULMARIA","596","2024-09-30 14:39:34.851685+00","2024-09-30 14:39:34.851685+00",NULL
"","SPONGIA TOSTA","597","2024-09-30 14:39:34.855247+00","2024-09-30 14:39:34.855247+00",NULL
"","SQUILLA MARITIMA","598","2024-09-30 14:39:34.859218+00","2024-09-30 14:39:34.859218+00",NULL
"","STACHYS BETONICA","599","2024-09-30 14:39:34.86311+00","2024-09-30 14:39:34.86311+00",NULL
"","STANNUM","600","2024-09-30 14:39:34.866614+00","2024-09-30 14:39:34.866614+00",NULL
"","STAPHYSAGRIA","601","2024-09-30 14:39:34.869942+00","2024-09-30 14:39:34.869942+00",NULL
"","STELLARIA MEDIA","602","2024-09-30 14:39:34.873893+00","2024-09-30 14:39:34.873893+00",NULL
"","STICTA PULMONARIA","603","2024-09-30 14:39:34.877664+00","2024-09-30 14:39:34.877664+00",NULL
"","STIGMATA MAYDIS","604","2024-09-30 14:39:34.881155+00","2024-09-30 14:39:34.881155+00",NULL
"","STILLINGIA","605","2024-09-30 14:39:34.884924+00","2024-09-30 14:39:34.884924+00",NULL
"","STRAMONIUM","606","2024-09-30 14:39:34.889356+00","2024-09-30 14:39:34.889356+00",NULL
"","STRONTIUM","607","2024-09-30 14:39:34.893224+00","2024-09-30 14:39:34.893224+00",NULL
"","STROPHANTHUS HISPIDUS","608","2024-09-30 14:39:34.896795+00","2024-09-30 14:39:34.896795+00",NULL
"","STRYCHNINUM PURUM","609","2024-09-30 14:39:34.900383+00","2024-09-30 14:39:34.900383+00",NULL
"","STRYCHNINUM","610","2024-09-30 14:39:34.922156+00","2024-09-30 14:39:34.922156+00",NULL
"","STRYCHNOS","611","2024-09-30 14:39:34.925915+00","2024-09-30 14:39:34.925915+00",NULL
"","SUCCINUM","612","2024-09-30 14:39:34.929465+00","2024-09-30 14:39:34.929465+00",NULL
"","SULPHURICUM","613","2024-09-30 14:39:34.933283+00","2024-09-30 14:39:34.933283+00",NULL
"","SULPHUR IODATUM","614","2024-09-30 14:39:34.937048+00","2024-09-30 14:39:34.937048+00",NULL
"","SULFONALUM","615","2024-09-30 14:39:34.940591+00","2024-09-30 14:39:34.940591+00",NULL
"","SULPHUROSUM","616","2024-09-30 14:39:34.94393+00","2024-09-30 14:39:34.94393+00",NULL
"","SULPHUR","617","2024-09-30 14:39:34.947189+00","2024-09-30 14:39:34.947189+00",NULL
"","SUMBULUS MOSCHATUS","618","2024-09-30 14:39:34.950511+00","2024-09-30 14:39:34.950511+00",NULL
"","SYMPHORICARPUS","619","2024-09-30 14:39:34.95325+00","2024-09-30 14:39:34.95325+00",NULL
"","SYMPHYTUM","620","2024-09-30 14:39:34.955868+00","2024-09-30 14:39:34.955868+00",NULL
"","SYPHILINUM","621","2024-09-30 14:39:34.958797+00","2024-09-30 14:39:34.958797+00",NULL
"","SYZYGIUM","622","2024-09-30 14:39:34.961591+00","2024-09-30 14:39:34.961591+00",NULL
"","TABACUM","623","2024-09-30 14:39:35.183613+00","2024-09-30 14:39:35.183613+00",NULL
"","TANACETUM VULGARE","624","2024-09-30 14:39:35.187715+00","2024-09-30 14:39:35.187715+00",NULL
"","TANNICUM","625","2024-09-30 14:39:35.191575+00","2024-09-30 14:39:35.191575+00",NULL
"","TARAXACUM","626","2024-09-30 14:39:35.195207+00","2024-09-30 14:39:35.195207+00",NULL
"","TARENTULA","627","2024-09-30 14:39:35.198668+00","2024-09-30 14:39:35.198668+00",NULL
"","TARENTULA","628","2024-09-30 14:39:35.202508+00","2024-09-30 14:39:35.202508+00",NULL
"","TARTARICUM","629","2024-09-30 14:39:35.206351+00","2024-09-30 14:39:35.206351+00",NULL
"","TAXUS BACCATA","630","2024-09-30 14:39:35.209702+00","2024-09-30 14:39:35.209702+00",NULL
"","TELLURIUM","631","2024-09-30 14:39:35.213238+00","2024-09-30 14:39:35.213238+00",NULL
"","TEREBINTHINIAE OLEUM","632","2024-09-30 14:39:35.217072+00","2024-09-30 14:39:35.217072+00",NULL
"","TEUCRIUM MARUM","633","2024-09-30 14:39:35.221172+00","2024-09-30 14:39:35.221172+00",NULL
"","THALLIUM","634","2024-09-30 14:39:35.224876+00","2024-09-30 14:39:35.224876+00",NULL
"","THEA CHINENSIS","635","2024-09-30 14:39:35.228306+00","2024-09-30 14:39:35.228306+00",NULL
"","THERIDION","636","2024-09-30 14:39:35.232471+00","2024-09-30 14:39:35.232471+00",NULL
"","THIOSINAMINUM","637","2024-09-30 14:39:35.2363+00","2024-09-30 14:39:35.2363+00",NULL
"","THLASPI BURSA","638","2024-09-30 14:39:35.240093+00","2024-09-30 14:39:35.240093+00",NULL
"","THUJA OCCIDENTALIS","639","2024-09-30 14:39:35.243801+00","2024-09-30 14:39:35.243801+00",NULL
"","THYMOLUM","640","2024-09-30 14:39:35.247482+00","2024-09-30 14:39:35.247482+00",NULL
"","THYMUS SERPYLLUM","641","2024-09-30 14:39:35.251204+00","2024-09-30 14:39:35.251204+00",NULL
"","THYROIDINUM","642","2024-09-30 14:39:35.255191+00","2024-09-30 14:39:35.255191+00",NULL
"","TILIA EUROPAEA (TILIA","643","2024-09-30 14:39:35.259331+00","2024-09-30 14:39:35.259331+00",NULL
"","TITANIUM","644","2024-09-30 14:39:35.263218+00","2024-09-30 14:39:35.263218+00",NULL
"","TONGO-DIPTERIX","645","2024-09-30 14:39:35.267034+00","2024-09-30 14:39:35.267034+00",NULL
"","TORULA CEREVISIAE","646","2024-09-30 14:39:35.271103+00","2024-09-30 14:39:35.271103+00",NULL
"","TRIBULUS TERRESTRIS","647","2024-09-30 14:39:35.275337+00","2024-09-30 14:39:35.275337+00",NULL
"","TRIFOLIUM","648","2024-09-30 14:39:35.279368+00","2024-09-30 14:39:35.279368+00",NULL
"","TRILLIUM","649","2024-09-30 14:39:35.283239+00","2024-09-30 14:39:35.283239+00",NULL
"","TRINITROTOLUENUM (TRINITROTOLUENE)","650","2024-09-30 14:39:35.287107+00","2024-09-30 14:39:35.287107+00",NULL
"","TRIOSTEUM","651","2024-09-30 14:39:35.291352+00","2024-09-30 14:39:35.291352+00",NULL
"","TRITICUM","652","2024-09-30 14:39:35.295243+00","2024-09-30 14:39:35.295243+00",NULL
"","TROMBIDIUM MUSCAE","653","2024-09-30 14:39:35.299126+00","2024-09-30 14:39:35.299126+00",NULL
"","TUBERCULINUM","654","2024-09-30 14:39:35.303099+00","2024-09-30 14:39:35.303099+00",NULL
"","TUSSILAGO","655","2024-09-30 14:39:35.307349+00","2024-09-30 14:39:35.307349+00",NULL
"","UPAS TIEUT (UPAS TIENTE)","656","2024-09-30 14:39:35.494345+00","2024-09-30 14:39:35.494345+00",NULL
"","URANIUM","657","2024-09-30 14:39:35.498725+00","2024-09-30 14:39:35.498725+00",NULL
"","UREA PURA (UREA)","658","2024-09-30 14:39:35.503069+00","2024-09-30 14:39:35.503069+00",NULL
"","URTICA URENS","659","2024-09-30 14:39:35.507069+00","2024-09-30 14:39:35.507069+00",NULL
"","USNEA BARBATA","660","2024-09-30 14:39:35.5112+00","2024-09-30 14:39:35.5112+00",NULL
"","USTILAGO MAYDIS","661","2024-09-30 14:39:35.51515+00","2024-09-30 14:39:35.51515+00",NULL
"","UVA URSI","662","2024-09-30 14:39:35.519159+00","2024-09-30 14:39:35.519159+00",NULL
"","VACCININUM","663","2024-09-30 14:39:35.701261+00","2024-09-30 14:39:35.701261+00",NULL
"","VALERIANA","664","2024-09-30 14:39:35.70748+00","2024-09-30 14:39:35.70748+00",NULL
"","VANADIUM","665","2024-09-30 14:39:35.71981+00","2024-09-30 14:39:35.71981+00",NULL
"","VANILLA AROMATICA","666","2024-09-30 14:39:35.72395+00","2024-09-30 14:39:35.72395+00",NULL
"","VARIOLINUM","667","2024-09-30 14:39:35.727603+00","2024-09-30 14:39:35.727603+00",NULL
"","VERATRUM ALBUM","668","2024-09-30 14:39:35.731829+00","2024-09-30 14:39:35.731829+00",NULL
"","VERATRUM","669","2024-09-30 14:39:35.735919+00","2024-09-30 14:39:35.735919+00",NULL
"","VERBASCUM THAPSUS","670","2024-09-30 14:39:35.73977+00","2024-09-30 14:39:35.73977+00",NULL
"","VERBENA","671","2024-09-30 14:39:35.743622+00","2024-09-30 14:39:35.743622+00",NULL
"","VESPA CRABRO","672","2024-09-30 14:39:35.747626+00","2024-09-30 14:39:35.747626+00",NULL
"","VIBURNUM OPULUS","673","2024-09-30 14:39:35.751546+00","2024-09-30 14:39:35.751546+00",NULL
"","VINCA MINOR","674","2024-09-30 14:39:35.75508+00","2024-09-30 14:39:35.75508+00",NULL
"","VIOLA ODORATA","675","2024-09-30 14:39:35.75904+00","2024-09-30 14:39:35.75904+00",NULL
"","VIOLA TRICOLOR","676","2024-09-30 14:39:35.762934+00","2024-09-30 14:39:35.762934+00",NULL
"","VIPERA BERUS (VIPERA)","677","2024-09-30 14:39:35.76695+00","2024-09-30 14:39:35.76695+00",NULL
"","VISCUM ALBUM","678","2024-09-30 14:39:35.77077+00","2024-09-30 14:39:35.77077+00",NULL
"","WYETHIA HELENOIDES (WYETHIA)","679","2024-09-30 14:39:36.004283+00","2024-09-30 14:39:36.004283+00",NULL
"","X-RAY","680","2024-09-30 14:39:36.210162+00","2024-09-30 14:39:36.210162+00",NULL
"","XANTOXYLUM FRAXINEUM","681","2024-09-30 14:39:36.214464+00","2024-09-30 14:39:36.214464+00",NULL
"","XEROPHYLLUM","682","2024-09-30 14:39:36.218052+00","2024-09-30 14:39:36.218052+00",NULL
"","YOHIMBINUM","683","2024-09-30 14:39:36.517016+00","2024-09-30 14:39:36.517016+00",NULL
"","YUCCA FILAMENTOSA","684","2024-09-30 14:39:36.521166+00","2024-09-30 14:39:36.521166+00",NULL
"","ZINCUM METALLICUM (ZINC)","685","2024-09-30 14:39:36.819774+00","2024-09-30 14:39:36.819774+00",NULL
"","ZINCUM","686","2024-09-30 14:39:36.823905+00","2024-09-30 14:39:36.823905+00",NULL
"","ZINGIBER OFFICINALE","687","2024-09-30 14:39:36.827879+00","2024-09-30 14:39:36.827879+00",NULL
"","ZIZIA AUREA (THASPIUM","688","2024-09-30 14:39:36.831599+00","2024-09-30 14:39:36.831599+00",NULL
